school_id,student_id,sch_yr,grade,frl,ell,math,reading,enrolled,attended
1023,346096,2017,4th,0,Y,196,165,146,140
1030,303490,2017,2nd,1,N,203,212,178,153
1025,188283,2017,3rd,1,Y,197,190,181,178
1025,557895,2017,4th,1,Y,195,228,171,152
1013,257295,2017,4th,0,N,210,179,163,159
1016,912583,2017,K,1,N,163,200,177,168
1030,321026,2017,3rd,0,N,,,165,154
1029,156826,2017,2nd,0,N,195,198,159,149
1029,949251,2017,1st,0,N,183,215,180,161
1016,205921,2017,2nd,0,Y,154,194,167,139
1021,744693,2017,2nd,1,Y,146,216,173,152
1016,637030,2017,2nd,1,N,167,189,163,130
1029,468307,2017,2nd,0,Y,187,139,150,139
1031,949225,2017,1st,1,Y,128,144,173,139
1030,797335,2017,2nd,0,N,128,218,174,130
1011,917387,2017,K,1,N,177,191,140,132
1028,780420,2017,3rd,1,N,206,148,162,148
1027,378561,2017,4th,0,N,,,179,153
1020,915633,2017,K,1,Y,195,184,135,132
1025,804632,2017,4th,0,N,132,173,168,150
1041,896416,2017,4th,0,N,197,210,156,156
1049,766320,2017,1st,1,Y,127,193,164,135
1014,947620,2017,1st,1,N,180,223,170,150
1025,452526,2017,3rd,1,N,159,152,180,175
1025,898020,2017,3rd,1,N,206,181,178,141
1031,730791,2017,4th,0,N,133,211,174,160
1023,535460,2017,4th,0,N,208,137,155,154
1016,741785,2017,2nd,1,N,174,141,140,136
1017,679449,2017,2nd,1,N,165,187,146,140
1059,779309,2017,2nd,0,N,166,146,182,160
1012,949368,2017,1st,0,N,178,169,170,131
1017,932126,2017,K,1,N,142,236,151,129
1013,606189,2017,3rd,0,N,166,208,178,175
1017,190839,2017,1st,0,N,,,181,134
1016,276516,2017,2nd,0,N,189,136,163,141
1020,385894,2017,4th,1,N,,,176,135
1011,940494,2017,1st,1,N,125,147,157,137
1028,939739,2017,K,1,N,149,176,175,131
1019,269824,2017,4th,0,Y,203,201,141,136
1023,627813,2017,2nd,1,Y,142,200,182,165
1021,673597,2017,2nd,0,N,194,231,182,153
1028,894614,2017,3rd,0,N,161,222,173,144
1022,557545,2017,2nd,1,N,137,130,150,145
1020,855919,2017,3rd,0,Y,206,158,167,152
1033,579509,2017,4th,0,N,179,166,167,133
1017,948127,2017,1st,1,N,210,216,146,145
1026,350206,2017,4th,0,N,188,149,173,170
1028,696722,2017,3rd,0,N,134,215,182,153
1031,357768,2017,2nd,1,N,,,167,130
1018,879473,2017,2nd,0,N,133,157,180,140
1027,940664,2017,1st,0,Y,128,238,140,138
1026,652757,2017,4th,1,Y,187,202,163,155
1026,260587,2017,4th,0,N,156,225,129,128
1016,672282,2017,4th,0,N,204,195,182,128
1029,874128,2017,3rd,0,N,131,153,134,131
1027,934592,2017,K,0,N,,,179,153
1019,946828,2017,1st,1,N,190,133,155,134
1016,881693,2017,2nd,1,Y,139,192,181,155
1019,274338,2017,2nd,0,Y,190,175,180,173
1029,288959,2017,3rd,1,N,164,227,165,160
1022,547170,2017,3rd,0,N,161,195,174,159
1029,667327,2017,2nd,1,Y,145,193,180,153
1016,518451,2017,2nd,1,Y,141,184,137,136
1031,223624,2017,3rd,1,N,149,170,154,130
1019,548315,2017,2nd,0,N,188,208,157,140
1022,935093,2017,K,1,N,159,198,173,146
1011,425880,2017,2nd,0,N,126,240,163,139
1032,353866,2017,1st,1,N,,,178,175
1014,516528,2017,2nd,0,N,128,234,134,133
1011,945251,2017,1st,0,N,207,154,161,144
1023,938896,2017,K,0,Y,196,165,146,140
1041,936140,2017,K,0,N,197,210,156,156
1037,936790,2017,K,1,N,146,194,161,158
1025,440273,2017,2nd,1,N,163,135,163,146
1019,854465,2017,2nd,0,N,138,200,161,153
1028,931883,2017,K,0,N,,,175,149
1020,887497,2017,1st,1,N,156,170,182,159
1022,938217,2017,K,0,Y,153,159,156,136
1026,854670,2017,2nd,0,Y,125,142,171,144
1017,217171,2017,2nd,0,N,149,232,164,150
1019,340378,2017,3rd,0,N,162,141,175,168
1025,158303,2017,4th,1,N,175,162,171,140
1018,805875,2017,2nd,0,N,181,162,170,162
1010,947846,2017,1st,1,N,144,165,173,163
1032,318794,2017,1st,1,Y,,,179,171
1032,947992,2017,1st,1,N,140,131,178,140
1049,688706,2017,2nd,0,N,197,214,171,131
1023,862098,2017,4th,0,N,208,137,155,154
1014,943299,2017,1st,0,N,159,238,180,149
1017,479739,2017,4th,0,Y,156,195,140,136
1018,216553,2017,3rd,1,N,202,161,180,148
1028,510033,2017,3rd,0,N,200,228,178,170
1010,913651,2017,K,1,Y,163,231,168,145
1010,853665,2017,2nd,0,N,152,205,147,128
1013,766740,2017,1st,0,N,142,143,170,132
1012,934756,2017,K,1,N,,,166,136
1013,872477,2017,2nd,0,N,194,132,142,139
1021,918335,2017,K,0,N,161,230,153,151
1030,521963,2017,4th,1,N,165,233,133,132
1012,935245,2017,K,0,N,171,145,156,141
1025,938289,2017,K,0,N,,,163,130
1017,267777,2017,3rd,0,N,198,208,176,171
1030,309359,2017,4th,0,N,167,175,171,133
1026,381186,2017,4th,1,N,,,130,129
1023,949293,2017,1st,0,N,158,224,167,128
1018,417255,2017,2nd,1,N,203,141,182,157
1024,675949,2017,4th,0,N,143,159,165,132
1019,885947,2017,4th,1,N,139,156,177,154
1019,688322,2017,2nd,0,Y,129,216,161,145
1022,629619,2017,4th,1,N,167,180,174,168
1020,329791,2017,2nd,0,N,143,185,180,171
1014,942161,2017,1st,1,N,146,143,151,145
1020,891363,2017,2nd,0,Y,182,171,160,130
1012,309238,2017,2nd,0,N,208,151,163,162
1013,934837,2017,K,0,N,,,161,133
1024,933970,2017,K,0,Y,184,170,181,163
1028,865534,2017,3rd,0,N,172,168,132,129
1016,944454,2017,1st,0,N,197,209,178,171
1022,643038,2017,4th,1,N,210,167,155,154
1051,438912,2017,2nd,1,Y,179,158,178,132
1012,211771,2017,2nd,1,Y,193,147,172,139
1010,222621,2017,3rd,1,Y,160,181,181,171
1024,869123,2017,4th,1,Y,184,220,176,131
1016,943871,2017,1st,1,N,151,190,150,128
1025,203214,2017,3rd,0,N,121,171,133,132
1014,126234,2017,3rd,0,Y,184,177,162,143
1022,805783,2017,2nd,0,N,180,212,156,156
1052,199161,2017,2nd,0,N,,,156,153
1024,562797,2017,2nd,1,N,209,172,178,138
1012,935327,2017,K,0,Y,,,168,137
1030,230209,2017,4th,1,N,182,157,176,146
1018,937549,2017,K,0,N,157,155,158,141
1037,889619,2017,2nd,0,N,190,143,169,131
1028,938714,2017,K,1,Y,140,132,178,171
1020,940271,2017,1st,1,N,186,157,173,128
1014,936001,2017,K,1,Y,212,207,136,135
1026,932867,2017,K,0,Y,152,217,171,141
1016,746424,2017,3rd,1,Y,209,158,182,129
1030,942074,2017,1st,0,N,128,218,174,130
1021,578241,2017,2nd,1,N,187,236,158,157
1020,169040,2017,4th,1,N,151,162,178,132
1013,681509,2017,3rd,0,N,130,227,153,149
1048,949993,2017,1st,0,N,157,153,161,150
1037,896407,2017,1st,0,N,130,238,163,136
1020,795486,2017,4th,1,Y,174,157,174,156
1011,932732,2017,K,0,N,127,153,169,150
1024,575443,2017,2nd,0,N,169,141,161,154
1018,933612,2017,K,0,N,214,239,144,135
1026,148841,2017,3rd,0,Y,127,236,181,152
1032,520000,2017,4th,0,N,194,182,174,129
1015,914841,2017,K,0,N,131,222,148,141
1032,945268,2017,1st,0,Y,183,206,171,149
1016,913864,2017,K,0,N,191,160,176,150
1019,851421,2017,2nd,1,N,,,181,174
1023,943107,2017,1st,0,Y,203,146,143,138
1022,938249,2017,K,1,N,201,157,163,139
1037,808137,2017,2nd,1,Y,160,181,152,136
1023,743050,2017,2nd,0,Y,203,146,143,138
1026,889212,2017,2nd,1,N,,,145,144
1037,469465,2017,4th,1,N,134,240,170,131
1020,462112,2017,3rd,0,N,124,169,181,130
1029,944674,2017,1st,0,N,203,172,157,148
1029,295640,2017,2nd,0,N,173,172,181,163
1020,326005,2017,3rd,0,Y,132,158,158,142
1011,861590,2017,2nd,0,N,126,197,181,172
1020,931118,2017,K,1,N,,,176,135
1016,947402,2017,1st,0,N,158,190,159,153
1027,644504,2017,2nd,0,Y,131,213,163,132
1046,499918,2017,3rd,1,N,164,234,156,136
1012,125598,2017,3rd,0,Y,170,204,179,157
1010,503391,2017,3rd,1,Y,144,186,168,166
1023,801122,2017,4th,1,Y,126,198,139,135
1026,310455,2017,4th,0,N,121,218,181,169
1020,891621,2017,1st,0,Y,126,224,175,135
1015,486137,2017,3rd,0,N,197,219,177,153
1014,882967,2017,1st,1,N,,,150,132
1032,751190,2017,4th,0,Y,183,206,171,149
1022,356203,2017,2nd,0,N,,,145,142
1017,383063,2017,4th,0,N,,,172,164
1029,948020,2017,1st,0,N,141,158,160,137
1013,871952,2017,3rd,1,Y,,,156,129
1030,519661,2017,2nd,1,N,180,161,180,180
1028,938824,2017,K,0,N,152,169,157,128
1027,941414,2017,1st,1,N,170,135,153,151
1019,431010,2017,2nd,0,N,138,200,161,153
1026,207584,2017,2nd,0,N,128,182,179,143
1018,755342,2017,2nd,0,N,184,236,143,129
1025,935874,2017,K,0,Y,136,142,175,157
1027,537256,2017,4th,0,N,135,232,170,170
1017,860241,2017,1st,1,N,136,201,160,148
1030,931746,2017,K,0,N,,,179,148
1011,915762,2017,K,0,Y,200,130,157,134
1021,809308,2017,4th,1,Y,153,219,180,152
1010,650445,2017,3rd,0,Y,182,188,162,151
1015,942190,2017,1st,0,N,135,187,142,140
1017,938453,2017,K,0,N,,,172,164
1020,232683,2017,2nd,1,N,210,201,136,132
1032,159624,2017,4th,0,N,195,167,151,131
1030,204016,2017,2nd,1,N,123,180,174,151
1018,505362,2017,3rd,0,N,185,196,176,152
1042,760170,2017,4th,1,N,200,235,168,147
1015,597611,2017,4th,0,N,199,233,163,150
1029,914789,2017,K,1,Y,145,193,180,153
1032,500708,2017,3rd,0,Y,207,182,177,137
1010,933810,2017,K,0,N,172,199,161,159
1039,133394,2017,3rd,1,Y,166,213,162,160
1012,264810,2017,3rd,1,N,164,142,162,154
1018,429367,2017,2nd,1,N,150,235,147,133
1032,938544,2017,K,1,N,,,178,175
1022,939231,2017,K,1,N,159,133,178,159
1016,769717,2017,2nd,1,Y,139,192,181,155
1031,607526,2017,4th,1,Y,131,188,135,132
1021,185516,2017,2nd,0,N,181,198,176,136
1020,443962,2017,2nd,0,N,140,211,179,163
1018,893460,2017,1st,0,N,174,225,166,156
1029,470601,2017,3rd,1,N,150,164,154,134
1012,316386,2017,2nd,0,N,,,142,138
1012,405148,2017,4th,1,N,,,166,136
1027,327115,2017,2nd,0,Y,147,133,166,136
1019,941167,2017,1st,0,Y,135,193,173,130
1027,812520,2017,3rd,0,Y,207,216,164,134
1010,858372,2017,1st,1,N,192,199,152,134
1018,610879,2017,2nd,1,Y,210,223,182,146
1023,885730,2017,3rd,1,N,138,143,135,129
1013,949574,2017,1st,0,N,142,143,170,132
1032,912448,2017,K,1,N,194,235,154,138
1032,941112,2017,1st,1,Y,156,205,163,151
1047,939685,2017,K,1,N,145,202,163,128
1029,869483,2017,2nd,1,N,208,201,171,160
1021,917550,2017,K,0,N,194,231,182,153
1025,931250,2017,K,0,N,161,190,160,142
1029,919618,2017,K,1,N,120,219,179,161
1028,878110,2017,1st,0,N,188,217,169,147
1038,757839,2017,2nd,1,N,174,205,164,139
1013,933529,2017,K,1,N,163,194,172,133
1059,945130,2017,1st,0,N,166,146,182,160
1019,376346,2017,2nd,0,N,,,181,156
1022,898104,2017,2nd,1,N,184,227,172,167
1030,892154,2017,3rd,1,Y,123,198,182,139
1027,504321,2017,4th,1,N,208,176,140,132
1023,888936,2017,3rd,1,N,210,149,168,168
1032,130284,2017,2nd,0,N,182,210,171,154
1021,742126,2017,3rd,1,N,143,160,145,134
1015,611925,2017,3rd,0,N,133,207,180,160
1031,949144,2017,1st,1,N,206,169,163,149
1021,938941,2017,K,1,N,187,152,179,133
1038,506406,2017,4th,0,Y,215,203,172,138
1023,294669,2017,3rd,0,Y,147,199,168,132
1024,701419,2017,2nd,0,N,147,177,151,144
1013,930735,2017,K,0,Y,153,195,157,130
1027,932606,2017,K,1,N,210,136,138,131
1026,944739,2017,1st,0,N,166,143,163,150
1024,942922,2017,1st,1,N,195,151,155,144
1030,930731,2017,K,0,N,130,180,170,131
1012,368102,2017,3rd,0,Y,,,168,137
1032,941278,2017,1st,1,N,174,206,158,128
1019,328160,2017,2nd,1,N,142,158,169,153
1032,186804,2017,3rd,0,N,137,155,159,154
1026,498920,2017,2nd,0,Y,152,217,171,141
1022,121420,2017,2nd,0,N,141,147,180,137
1038,874596,2017,2nd,0,N,199,215,176,145
1016,285911,2017,2nd,0,N,138,170,159,137
1020,943223,2017,1st,0,N,131,207,179,160
1032,123380,2017,2nd,0,N,189,163,147,146
1028,345028,2017,3rd,0,N,152,169,157,128
1023,652880,2017,4th,0,Y,123,172,164,140
1014,910462,2017,K,1,Y,158,238,173,132
1032,432464,2017,4th,1,N,169,192,174,170
1029,599608,2017,3rd,0,N,172,146,156,129
1027,137699,2017,2nd,1,N,147,140,166,142
1011,332850,2017,2nd,0,N,127,153,169,150
1031,918064,2017,K,0,Y,201,218,156,136
1016,147215,2017,3rd,0,N,138,185,160,137
1018,286328,2017,2nd,0,Y,204,237,155,139
1026,935884,2017,K,0,Y,134,168,180,178
1031,912488,2017,K,1,N,123,162,174,157
1022,366400,2017,3rd,0,Y,,,156,155
1015,764693,2017,3rd,0,N,204,197,169,138
1019,719749,2017,3rd,1,Y,174,183,164,145
1025,941697,2017,1st,0,N,166,165,147,147
1016,944586,2017,1st,1,N,153,217,164,154
1015,918795,2017,K,1,Y,209,179,179,160
1029,941495,2017,1st,0,Y,192,202,153,134
1017,603066,2017,2nd,0,N,201,233,169,164
1029,339001,2017,3rd,0,Y,131,156,161,155
1023,943570,2017,1st,1,N,149,158,176,175
1022,873442,2017,2nd,1,Y,174,173,174,132
1015,433175,2017,2nd,0,Y,137,179,173,144
1031,689889,2017,4th,0,Y,156,131,159,138
1048,937894,2017,K,0,N,157,153,161,150
1025,675470,2017,3rd,0,N,161,140,152,152
1025,893108,2017,1st,1,N,146,185,174,135
1018,948928,2017,1st,0,N,,,180,136
1032,414630,2017,2nd,0,N,200,240,177,156
1030,939856,2017,K,0,Y,162,204,178,151
1011,813971,2017,3rd,0,Y,160,138,168,142
1031,267363,2017,2nd,1,N,131,211,181,152
1018,520270,2017,4th,0,N,128,216,149,137
1013,506870,2017,4th,1,N,122,137,180,163
1021,719982,2017,2nd,0,N,197,138,151,140
1023,379355,2017,3rd,0,Y,,,178,130
1013,261339,2017,1st,0,Y,198,196,171,170
1022,934422,2017,K,1,N,169,197,170,150
1032,851772,2017,4th,0,N,194,182,174,129
1022,936486,2017,K,1,N,,,168,150
1032,864856,2017,3rd,0,Y,207,182,177,137
1022,851937,2017,1st,1,N,186,172,132,128
1030,939906,2017,K,1,N,121,237,180,137
1013,877673,2017,3rd,0,N,190,175,168,141
1016,675876,2017,2nd,0,N,155,206,156,130
1029,156063,2017,4th,0,Y,166,223,134,132
1021,945249,2017,1st,0,N,197,138,151,140
1023,206624,2017,3rd,1,N,207,137,179,136
1031,288218,2017,4th,1,N,180,204,179,160
1026,683239,2017,3rd,0,N,166,143,163,150
1010,519391,2017,4th,0,N,129,144,168,136
1020,292725,2017,4th,1,N,128,137,152,132
1024,738908,2017,3rd,0,Y,135,210,161,142
1014,891613,2017,3rd,1,N,122,147,165,157
1028,508687,2017,2nd,0,N,184,225,164,141
1031,704114,2017,2nd,1,N,204,136,178,129
1029,803593,2017,4th,0,N,203,172,157,148
1024,544963,2017,2nd,1,N,165,222,175,139
1015,785596,2017,4th,1,N,121,211,159,133
1032,663629,2017,3rd,1,N,194,235,154,138
1028,885046,2017,3rd,1,N,149,176,175,131
1018,936473,2017,K,0,N,177,143,179,156
1030,932790,2017,K,0,Y,159,230,142,131
1031,879632,2017,2nd,1,N,148,181,142,137
1021,937254,2017,K,1,N,182,229,177,149
1028,358817,2017,3rd,0,N,,,166,135
1010,545465,2017,3rd,0,N,125,164,179,152
1027,544646,2017,2nd,1,N,201,188,132,129
1014,892959,2017,1st,0,Y,122,235,182,139
1018,938145,2017,K,0,N,145,144,169,154
1022,311939,2017,4th,1,Y,204,164,167,140
1021,351670,2017,4th,1,N,,,162,157
1018,897516,2017,4th,0,N,157,155,158,141
1025,865380,2017,3rd,0,N,,,164,164
1025,934225,2017,K,1,N,206,181,178,141
1029,804981,2017,3rd,1,N,183,207,177,147
1010,460716,2017,2nd,0,N,168,145,175,143
1019,622910,2017,3rd,1,N,192,139,177,155
1015,677750,2017,2nd,0,N,131,222,148,141
1014,134826,2017,2nd,0,N,152,196,134,128
1014,668553,2017,3rd,0,N,182,178,170,155
1026,935293,2017,K,0,N,207,159,174,174
1010,932532,2017,K,0,N,158,215,164,144
1030,944284,2017,1st,0,N,208,187,164,155
1036,577361,2017,3rd,0,N,169,196,169,152
1037,335042,2017,K,1,N,146,194,161,158
1015,883774,2017,3rd,0,N,204,197,169,138
1019,517608,2017,2nd,0,N,173,150,163,160
1018,934315,2017,K,1,N,203,141,182,157
1011,558200,2017,3rd,0,N,140,212,156,144
1019,949079,2017,1st,1,N,187,146,180,150
1029,938459,2017,K,1,N,150,164,154,134
1010,915902,2017,K,0,Y,182,188,162,151
1032,805808,2017,4th,1,N,174,206,158,128
1017,934004,2017,K,1,N,,,134,133
1026,931423,2017,K,0,N,188,149,173,170
1020,944797,2017,1st,0,Y,206,158,167,152
1028,937960,2017,K,0,N,200,171,177,166
1013,944014,2017,1st,0,N,199,163,151,146
1011,511188,2017,4th,0,N,160,136,177,150
1028,222503,2017,3rd,1,Y,174,223,158,129
1031,381554,2017,3rd,1,N,,,165,145
1014,172636,2017,2nd,0,N,193,173,151,143
1026,651439,2017,4th,1,N,168,151,157,147
1025,910190,2017,K,1,N,151,234,176,151
1022,414993,2017,4th,1,N,201,157,163,139
1017,607197,2017,2nd,1,Y,163,169,136,135
1023,384091,2017,3rd,0,N,,,143,133
1019,181475,2017,3rd,0,N,149,130,177,132
1017,930393,2017,K,0,N,,,176,130
1022,947003,2017,1st,0,Y,123,201,153,149
1015,939545,2017,K,0,N,,,142,128
1018,941748,2017,1st,0,N,157,161,181,176
1014,774093,2017,3rd,0,N,125,170,149,145
1029,125008,2017,3rd,0,N,128,218,179,129
1011,940862,2017,1st,0,N,141,201,171,148
1026,746669,2017,2nd,1,Y,163,166,140,130
1025,859794,2017,4th,0,N,166,165,147,147
1013,318883,2017,3rd,0,N,,,154,129
1029,912196,2017,K,0,N,176,166,155,149
1026,608863,2017,4th,1,Y,152,235,151,147
1041,641355,2017,1st,1,N,180,213,169,139
1027,780438,2017,2nd,1,Y,198,215,170,159
1058,857785,2017,2nd,0,N,139,151,148,129
1032,887736,2017,4th,1,N,169,192,174,170
1013,910855,2017,K,0,N,130,227,153,149
1031,932090,2017,K,0,N,195,152,181,157
1022,937322,2017,K,1,N,178,200,166,136
1048,426994,2017,4th,0,N,157,153,161,150
1031,861806,2017,2nd,0,N,195,152,181,157
1010,429570,2017,4th,0,N,188,203,176,128
1014,312248,2017,4th,1,N,158,145,173,163
1010,396264,2017,2nd,0,N,,,182,144
1020,428443,2017,3rd,0,Y,206,158,167,152
1028,938830,2017,K,0,N,175,210,156,134
1017,931756,2017,K,0,N,172,158,178,161
1029,852630,2017,2nd,0,Y,113,153,144,130
1032,931401,2017,K,0,N,200,240,177,156
1023,944170,2017,1st,0,N,208,137,155,154
1041,522999,2017,2nd,1,N,178,164,164,145
1013,537074,2017,3rd,1,Y,165,149,167,165
1021,858733,2017,3rd,1,Y,207,229,180,146
1028,152962,2017,3rd,0,N,154,173,168,152
1019,931728,2017,K,1,N,,,173,136
1010,429883,2017,2nd,1,N,121,215,150,131
1024,946212,2017,1st,1,N,208,145,140,130
1028,213326,2017,4th,0,N,166,131,172,169
1016,374197,2017,2nd,0,N,,,160,137
1014,930733,2017,K,0,N,153,190,159,136
1025,937133,2017,K,0,N,166,165,147,147
1022,872905,2017,4th,0,Y,123,201,153,149
1028,409841,2017,4th,0,N,164,223,179,158
1033,128919,2017,4th,0,N,140,168,148,130
1028,485558,2017,3rd,0,N,175,223,171,165
1030,882690,2017,3rd,1,Y,,,157,143
1015,672179,2017,3rd,1,Y,209,179,179,160
1024,180083,2017,1st,0,Y,213,176,177,130
1011,931062,2017,K,1,N,,,175,173
1016,253033,2017,3rd,0,Y,152,212,179,159
1026,912104,2017,K,1,Y,187,202,163,155
1028,945616,2017,1st,0,N,122,127,170,139
1019,736962,2017,4th,1,N,190,133,155,134
1032,653925,2017,2nd,0,N,180,190,178,159
1023,544514,2017,4th,1,N,138,150,172,132
1026,942559,2017,1st,1,Y,150,232,145,130
1022,783876,2017,4th,1,N,156,155,172,152
1020,643579,2017,2nd,1,Y,195,184,135,132
1012,177826,2017,1st,0,N,143,134,153,152
1020,879489,2017,3rd,0,N,,,165,159
1026,910179,2017,K,0,N,158,157,161,156
1023,248827,2017,2nd,0,Y,172,169,170,132
1029,914032,2017,K,0,N,170,213,182,146
1039,939800,2017,K,1,Y,,,173,129
1053,910157,2017,K,0,N,197,152,168,162
1053,881124,2017,3rd,0,Y,188,178,169,152
1016,862681,2017,4th,1,N,151,190,150,128
1024,804909,2017,4th,1,N,163,207,153,139
1029,459600,2017,4th,1,N,163,141,171,149
1031,937673,2017,K,1,N,,,165,145
1020,195532,2017,2nd,0,N,,,178,132
1015,186845,2017,2nd,0,N,177,214,171,144
1031,868802,2017,3rd,0,N,152,239,159,158
1035,868208,2017,3rd,0,N,110,145,175,153
1013,183357,2017,1st,1,Y,122,172,166,146
1017,472121,2017,2nd,1,Y,138,226,180,175
1031,939658,2017,K,1,N,,,168,130
1024,615135,2017,2nd,1,N,128,168,168,164
1031,128126,2017,4th,0,Y,130,138,160,128
1032,918820,2017,K,0,N,180,190,178,159
1021,735501,2017,2nd,1,N,125,170,174,153
1032,372133,2017,4th,1,Y,,,153,129
1027,485368,2017,2nd,0,N,162,199,177,141
1027,936726,2017,K,0,N,128,187,173,128
1022,480786,2017,2nd,1,N,184,227,172,167
1026,689102,2017,1st,1,Y,150,232,145,130
1031,794458,2017,2nd,1,N,164,145,160,155
1016,777557,2017,4th,1,N,151,190,150,128
1013,382022,2017,3rd,0,N,,,138,130
1030,758800,2017,2nd,1,N,150,187,159,141
1019,422426,2017,2nd,1,N,130,175,172,145
1016,343234,2017,3rd,1,N,189,221,168,162
1017,937474,2017,K,1,Y,138,226,180,175
1015,931036,2017,K,1,N,149,178,171,151
1010,936076,2017,K,0,N,168,145,175,143
1021,899998,2017,2nd,0,N,123,219,149,142
1023,478680,2017,2nd,1,Y,215,132,181,144
1029,661147,2017,4th,1,N,120,219,179,161
1020,945630,2017,1st,1,Y,174,157,174,156
1017,739821,2017,2nd,1,N,210,216,146,145
1016,948910,2017,1st,1,Y,139,192,181,155
1041,910643,2017,K,1,N,180,213,169,139
1027,288905,2017,3rd,1,N,179,229,178,129
1017,649900,2017,3rd,1,N,184,174,145,133
1032,948290,2017,1st,1,N,180,240,143,142
1021,195916,2017,1st,1,N,,,170,155
1027,863419,2017,1st,0,Y,186,239,145,135
1028,944005,2017,1st,0,N,132,136,182,161
1027,579194,2017,3rd,0,Y,153,201,170,157
1030,264304,2017,4th,0,N,173,155,178,143
1013,817603,2017,4th,1,N,179,224,153,151
1011,760240,2017,3rd,1,N,125,147,157,137
1030,942351,2017,1st,1,Y,137,201,171,161
1011,944635,2017,1st,0,N,169,130,152,131
1031,407989,2017,3rd,0,N,,,139,130
1010,447986,2017,4th,0,N,158,215,164,144
1018,310882,2017,3rd,0,Y,178,234,176,141
1020,931055,2017,K,1,N,,,143,135
1024,851897,2017,3rd,1,N,129,157,170,166
1014,887244,2017,1st,0,Y,177,161,164,162
1013,649967,2017,4th,0,N,158,137,138,131
1021,280823,2017,2nd,1,N,132,169,176,141
1011,751794,2017,4th,0,N,141,201,171,148
1014,188579,2017,3rd,0,Y,140,166,165,160
1015,558561,2017,4th,0,Y,168,213,171,166
1010,936937,2017,K,0,N,174,166,178,162
1014,888720,2017,4th,1,Y,212,207,136,135
1014,940545,2017,1st,1,N,157,230,160,131
1011,940509,2017,1st,1,N,142,184,172,171
1048,125068,2017,1st,0,N,180,159,146,142
1023,209150,2017,3rd,0,N,123,194,167,128
1016,943793,2017,1st,0,N,185,239,164,136
1018,343864,2017,4th,1,N,188,152,171,143
1031,291928,2017,4th,1,Y,139,229,172,149
1019,739038,2017,4th,0,Y,142,139,164,136
1023,599480,2017,4th,1,N,171,137,172,160
1010,945182,2017,1st,0,N,152,205,147,128
1021,656954,2017,2nd,0,N,161,230,153,151
1012,362406,2017,3rd,0,N,,,179,163
1011,943010,2017,1st,0,Y,160,138,168,142
1010,943565,2017,1st,1,N,192,199,152,134
1027,463183,2017,3rd,1,N,141,180,179,144
1014,819741,2017,3rd,1,N,180,223,170,150
1015,945456,2017,1st,0,N,204,197,169,138
1018,350007,2017,4th,0,N,138,162,179,151
1024,283795,2017,4th,0,N,212,163,174,157
1046,935924,2017,K,1,N,164,234,156,136
1028,947639,2017,1st,0,N,195,136,182,169
1027,892305,2017,1st,1,N,178,180,166,156
1011,564107,2017,2nd,1,Y,126,148,170,163
1010,458278,2017,4th,0,N,190,234,153,151
1021,419375,2017,3rd,0,Y,126,190,169,166
1024,593845,2017,2nd,1,N,134,218,179,138
1028,945040,2017,1st,0,N,165,146,168,162
1043,935447,2017,K,0,Y,,,160,159
1028,576593,2017,2nd,0,N,179,173,180,135
1011,761955,2017,2nd,0,N,126,197,181,172
1046,890298,2017,3rd,1,N,164,234,156,136
1038,945849,2017,1st,0,Y,215,203,172,138
1011,298016,2017,3rd,0,N,133,192,180,142
1016,877390,2017,3rd,1,Y,191,149,177,143
1023,936950,2017,K,0,N,,,171,140
1032,897617,2017,2nd,1,Y,156,205,163,151
1040,204689,2017,3rd,0,N,148,217,171,136
1014,732725,2017,2nd,0,N,125,133,151,139
1026,502285,2017,1st,1,N,127,219,159,150
1019,172276,2017,2nd,1,Y,138,185,157,151
1026,613155,2017,3rd,0,Y,179,161,178,176
1016,945278,2017,1st,1,Y,188,155,136,130
1024,277999,2017,4th,1,N,143,197,153,146
1022,490747,2017,2nd,1,N,169,197,170,150
1018,938925,2017,K,1,N,188,152,171,143
1031,415188,2017,4th,1,N,193,175,153,128
1010,324624,2017,K,0,N,200,219,179,153
1019,731540,2017,4th,1,N,138,215,146,136
1012,214169,2017,4th,1,N,208,184,177,138
1016,933469,2017,K,1,Y,179,209,170,157
1021,173653,2017,4th,0,Y,204,220,158,151
1032,942542,2017,1st,0,N,194,182,174,129
1017,864296,2017,2nd,1,N,114,125,171,136
1047,289681,2017,3rd,0,N,200,140,169,154
1015,913732,2017,K,1,N,203,180,177,141
1011,697990,2017,3rd,0,N,162,144,144,134
1012,596869,2017,2nd,0,N,160,238,166,132
1025,945680,2017,1st,1,N,163,135,163,146
1030,933124,2017,K,1,Y,123,198,182,139
1021,946483,2017,1st,0,N,197,143,164,138
1010,336317,2017,1st,0,N,172,199,161,159
1027,162905,2017,3rd,0,N,152,150,173,166
1011,898253,2017,2nd,0,N,207,219,164,149
1024,474327,2017,3rd,1,N,194,233,173,150
1038,628367,2017,3rd,0,Y,171,205,162,144
1032,539154,2017,4th,1,N,146,183,172,153
1021,480872,2017,4th,1,N,182,229,177,149
1016,931648,2017,K,1,Y,191,149,177,143
1023,478449,2017,4th,0,Y,164,163,172,151
1024,414787,2017,4th,1,N,177,230,176,170
1029,941798,2017,1st,1,N,185,213,181,163
1024,212804,2017,3rd,0,Y,184,225,158,149
1025,180212,2017,3rd,0,N,186,154,144,143
