school_id,student_id,sch_yr,grade,enrolled,attended,F/R.Lunch,ell,reading,math
1051,280448,2016,2nd,171,148,0,N,138,158
1018,928495,2016,K,162,130,1,N,194,197
1023,820636,2016,1st,172,171,0,N,157,145
1012,541475,2016,1st,165,141,0,N,162,127
1029,339001,2016,3rd,133,128,0,N,148,143
1024,925572,2016,K,176,146,0,Y,145,195
1026,715724,2016,2nd,145,144,1,N,,
1018,216553,2016,2nd,148,137,0,Y,135,162
1028,531496,2016,1st,182,146,0,N,157,214
1023,922409,2016,K,149,130,0,N,178,214
1030,573400,2016,1st,162,130,1,N,191,145
1031,381554,2016,2nd,140,133,0,N,200,143
1012,928634,2016,K,169,164,0,N,138,173
1043,321047,2016,3rd,179,134,1,N,231,184
1022,257239,2016,1st,161,156,1,N,170,177
1015,597611,2016,3rd,155,129,0,N,151,138
1025,790273,2016,1st,170,169,0,N,173,136
1024,598765,2016,1st,175,158,1,N,221,206
1028,223264,2016,3rd,173,144,0,N,222,161
1032,805808,2016,3rd,160,134,0,N,202,166
1021,419375,2016,2nd,163,134,0,N,,
1022,136590,2016,2nd,182,180,1,N,209,207
1021,600472,2016,1st,162,142,1,Y,121,131
1037,533354,2016,1st,170,132,1,N,197,195
1019,622910,2016,2nd,146,143,0,N,211,151
1010,836166,2016,3rd,162,137,1,N,,
1030,309359,2016,3rd,164,130,0,N,226,121
1026,618158,2016,3rd,167,139,0,Y,236,152
1025,457107,2016,1st,167,142,1,N,124,195
1023,627813,2016,1st,135,135,1,N,166,189
1032,500708,2016,2nd,179,135,1,Y,215,138
1017,649900,2016,2nd,156,152,0,N,219,124
1018,924711,2016,K,145,132,0,N,226,219
1028,152962,2016,2nd,180,159,1,Y,139,195
1023,217845,2016,3rd,135,129,1,N,143,138
1019,656781,2016,2nd,172,164,0,N,131,189
1025,926083,2016,K,167,142,1,N,124,195
1011,826658,2016,2nd,148,138,0,N,,
1022,908412,2016,K,151,135,0,Y,186,172
1028,164768,2016,3rd,165,143,0,N,156,165
1014,123751,2016,3rd,169,135,0,N,144,158
1015,920796,2016,K,158,135,1,N,165,181
1015,617305,2016,2nd,154,135,0,Y,238,204
1031,789086,2016,2nd,180,145,1,Y,200,147
1019,454799,2016,2nd,136,128,0,N,194,192
1015,764693,2016,2nd,154,151,1,N,163,174
1021,732197,2016,3rd,170,133,1,N,,
1013,802934,2016,1st,178,171,1,N,164,196
1019,920920,2016,K,135,132,0,N,124,146
1017,214169,2016,3rd,139,132,1,Y,183,116
1037,920251,2016,K,170,132,1,N,197,195
1029,928859,2016,K,136,134,1,N,131,201
1030,929105,2016,K,145,139,1,Y,134,131
1029,926066,2016,K,179,159,0,Y,156,212
1011,922575,2016,K,157,150,0,N,210,144
1016,559160,2016,2nd,166,153,1,N,151,192
1020,849685,2016,1st,178,128,0,N,157,175
1019,716118,2016,2nd,181,176,0,N,,
1030,909225,2016,K,146,135,0,N,149,110
1032,122127,2016,K,177,177,0,N,168,202
1018,343864,2016,3rd,157,133,1,N,144,200
1015,558561,2016,3rd,169,161,1,N,131,193
1016,568944,2016,3rd,173,172,0,N,236,119
1025,923567,2016,K,151,137,1,N,209,181
1030,282086,2016,1st,177,175,0,Y,140,122
1021,838404,2016,1st,158,144,1,N,,
1024,829443,2016,1st,160,156,1,N,139,208
1011,682548,2016,2nd,162,145,1,N,149,189
1032,539154,2016,3rd,179,163,0,N,221,204
1012,924080,2016,K,171,145,1,N,185,178
1013,736832,2016,3rd,156,129,1,Y,,
1028,929720,2016,K,172,142,1,N,211,136
1018,249172,2016,2nd,165,136,1,Y,190,148
1021,901414,2016,K,146,135,0,N,130,160
1027,800107,2016,1st,162,138,0,N,135,160
1035,679664,2016,2nd,177,163,0,N,142,214
1016,281992,2016,2nd,168,133,1,N,204,195
1020,232683,2016,1st,138,135,1,Y,142,120
1012,925678,2016,K,145,145,0,N,209,214
1021,744693,2016,1st,138,133,0,Y,138,143
1015,828669,2016,K,140,134,1,Y,146,195
1017,267777,2016,2nd,179,138,1,N,207,137
1021,324801,2016,2nd,168,156,1,N,209,167
1022,826586,2016,2nd,151,146,0,N,196,219
1011,793611,2016,2nd,172,156,0,N,145,159
1026,927133,2016,K,169,164,0,N,154,155
1027,824687,2016,2nd,180,142,0,Y,,
1030,921885,2016,K,164,144,0,N,159,120
1013,585999,2016,2nd,178,172,1,N,147,124
1032,586919,2016,2nd,148,129,0,Y,188,177
1023,928003,2016,K,170,165,0,N,230,138
1023,730430,2016,2nd,180,149,0,N,,
1030,303490,2016,1st,166,139,1,Y,233,165
1020,843402,2016,2nd,164,146,0,N,223,116
1018,760170,2016,3rd,141,132,1,N,200,155
1018,924375,2016,K,178,164,0,N,,
1021,282579,2016,1st,181,173,0,Y,184,145
1013,318883,2016,3rd,171,144,0,N,235,167
1012,290428,2016,K,135,133,0,N,234,136
1023,375618,2016,3rd,147,139,0,Y,165,112
1013,927280,2016,K,159,155,0,N,147,189
1030,923356,2016,K,137,137,1,Y,170,159
1010,906110,2016,K,173,135,0,N,223,217
1039,925654,2016,K,167,144,1,N,152,133
1025,785990,2016,1st,160,132,0,N,123,206
1026,217008,2016,2nd,171,144,0,Y,142,125
1022,179054,2016,3rd,148,136,1,N,181,115
1020,929834,2016,K,174,164,0,Y,208,214
1010,578591,2016,1st,172,156,0,N,178,174
1017,587298,2016,2nd,167,151,1,N,199,205
1022,926142,2016,K,154,128,1,Y,170,147
1025,528739,2016,3rd,178,139,1,N,233,186
1012,921589,2016,K,159,138,1,N,166,199
1027,925087,2016,K,179,152,0,N,230,115
1032,704114,2016,1st,181,155,0,N,210,141
1013,282291,2016,3rd,182,175,1,N,156,143
1021,827233,2016,3rd,170,133,1,N,,
1022,236194,2016,1st,162,139,0,N,211,138
1012,281699,2016,2nd,141,136,0,N,125,135
1026,929760,2016,K,151,147,1,N,140,143
1011,551659,2016,1st,181,128,1,N,237,171
1030,929898,2016,K,146,135,0,N,149,110
1018,929558,2016,K,160,129,1,N,193,208
1032,751190,2016,3rd,173,157,0,N,137,166
1026,608863,2016,3rd,173,135,0,N,136,127
1014,790869,2016,2nd,171,128,0,N,222,187
1010,907912,2016,K,177,174,1,N,190,159
1011,697990,2016,2nd,182,171,0,N,227,216
1029,837064,2016,1st,173,165,1,N,,
1016,512731,2016,1st,155,135,1,Y,167,198
1018,367037,2016,1st,161,152,0,N,131,167
1015,186845,2016,2nd,160,159,1,N,147,173
1032,760851,2016,3rd,161,129,0,N,178,216
1012,177826,2016,1st,168,164,0,N,134,121
1023,712080,2016,3rd,170,136,0,N,126,172
1015,849723,2016,1st,161,158,0,N,153,158
1030,521963,2016,3rd,167,165,0,Y,136,207
1015,549858,2016,2nd,154,153,1,N,136,208
1019,548315,2016,1st,171,158,0,N,122,139
1017,565554,2016,3rd,167,131,0,N,189,124
1030,926911,2016,K,139,130,1,N,220,145
1029,181241,2016,3rd,146,128,1,N,130,155
1014,925460,2016,K,178,138,1,N,162,129
1037,830138,2016,1st,172,153,0,N,145,121
1029,582446,2016,2nd,175,174,1,Y,193,131
1030,828889,2016,2nd,178,152,1,N,,
1016,781756,2016,2nd,170,129,1,Y,147,174
1015,821240,2016,2nd,181,156,1,N,197,204
1010,834531,2016,2nd,160,153,1,Y,191,220
1014,920784,2016,K,180,173,1,Y,214,213
1023,801122,2016,3rd,161,147,1,N,226,176
1028,364465,2016,3rd,165,145,0,N,187,119
1010,446948,2016,2nd,154,134,0,N,139,123
1014,921760,2016,K,132,130,0,N,145,129
1026,292183,2016,K,148,143,0,Y,122,123
1016,924346,2016,K,166,153,1,N,151,192
1018,928447,2016,K,160,142,0,N,212,125
1022,428273,2016,1st,162,153,0,N,,
1010,615167,2016,1st,149,132,1,N,184,195
1016,276516,2016,1st,131,130,1,N,123,158
1015,162944,2016,2nd,162,151,1,N,169,192
1042,734030,2016,3rd,165,140,0,N,,
1016,907867,2016,K,166,134,0,N,131,205
1020,327551,2016,1st,182,135,0,N,137,181
1030,214627,2016,1st,160,133,0,N,137,176
1018,423458,2016,2nd,176,165,0,N,,
1012,596869,2016,1st,163,136,0,N,192,154
1014,927580,2016,K,176,131,1,N,196,144
1032,927996,2016,K,179,163,0,N,221,204
1020,844656,2016,2nd,181,136,0,Y,128,156
1014,304604,2016,3rd,176,144,1,N,145,146
1015,373321,2016,1st,161,158,0,N,153,158
1028,923799,2016,K,179,178,0,N,201,123
1019,340378,2016,3rd,172,171,0,Y,240,111
1019,906886,2016,K,174,173,1,Y,143,128
1019,747715,2016,3rd,150,128,1,Y,231,144
1027,702911,2016,2nd,164,132,1,Y,204,134
1020,780023,2016,1st,178,128,0,N,157,175
1017,377126,2016,2nd,169,132,1,N,177,145
1015,762719,2016,3rd,158,149,0,Y,168,179
1013,257295,2016,3rd,171,162,1,N,152,117
1021,921967,2016,K,146,135,0,N,130,160
1029,612308,2016,3rd,168,138,0,N,152,178
1018,792004,2016,3rd,181,166,0,Y,207,195
1028,777094,2016,2nd,181,146,0,N,180,136
1027,725018,2016,1st,171,135,1,N,,
1012,824926,2016,2nd,172,156,0,N,132,125
1022,828075,2016,2nd,157,144,0,N,124,135
1015,368102,2016,2nd,173,131,1,N,213,182
1030,333630,2016,2nd,150,147,0,N,193,131
1016,285911,2016,1st,180,128,0,Y,144,193
1026,207584,2016,1st,157,138,1,Y,152,203
1010,925670,2016,K,164,147,0,Y,,
1015,657523,2016,2nd,161,138,0,N,139,165
1015,219731,2016,1st,179,150,0,N,172,124
1014,822612,2016,2nd,165,162,0,N,200,126
1015,823218,2016,2nd,173,131,1,N,213,182
1016,672282,2016,3rd,167,136,1,N,238,148
1022,830943,2016,3rd,167,157,0,N,176,110
1016,607000,2016,1st,168,152,0,N,145,154
1017,266176,2016,3rd,153,150,0,Y,171,187
1028,268038,2016,2nd,149,140,1,Y,220,126
1021,351670,2016,3rd,167,155,0,N,202,149
1021,808137,2016,1st,146,142,0,Y,204,115
1023,764937,2016,2nd,175,162,0,N,195,210
1031,582357,2016,2nd,181,165,0,N,176,174
1030,710591,2016,2nd,140,135,1,N,148,145
1017,687983,2016,1st,155,153,0,N,220,152
1032,414630,2016,1st,173,153,0,N,,
1018,846377,2016,1st,178,164,0,N,,
1026,613155,2016,2nd,151,147,1,N,140,143
1010,222621,2016,2nd,147,128,0,N,205,152
1030,226942,2016,1st,171,161,1,Y,201,137
1035,316070,2016,3rd,151,129,0,N,226,188
1018,904656,2016,K,144,137,0,N,126,136
1020,443962,2016,1st,174,164,0,Y,208,214
1013,924563,2016,K,180,132,0,N,159,123
1022,204995,2016,3rd,155,144,1,Y,185,176
1016,813053,2016,2nd,182,147,0,N,133,144
1028,362066,2016,3rd,173,153,0,N,234,182
1029,672240,2016,3rd,182,175,1,Y,197,202
1011,298016,2016,2nd,154,142,1,N,223,167
1015,232766,2016,2nd,139,128,0,N,218,155
1012,844295,2016,3rd,147,133,1,N,212,110
1020,920643,2016,K,158,144,1,N,,
1027,746669,2016,1st,173,155,0,Y,139,112
1016,128919,2016,3rd,165,149,1,N,157,191
1024,836321,2016,2nd,182,172,0,N,190,182
1031,827232,2016,1st,157,155,0,Y,137,111
1017,183445,2016,3rd,155,141,1,Y,173,174
1029,713993,2016,2nd,138,136,0,Y,230,152
1016,922039,2016,K,180,158,0,N,,
1022,796891,2016,3rd,167,157,0,N,176,110
1013,172190,2016,3rd,179,153,0,N,181,196
1029,808398,2016,3rd,177,142,0,N,139,205
1017,635060,2016,2nd,161,147,0,N,124,130
1025,633308,2016,3rd,180,141,1,Y,124,185
1014,844754,2016,1st,166,139,1,N,186,148
1019,906744,2016,K,136,128,0,N,194,192
1014,536765,2016,3rd,132,130,0,N,145,129
1016,720805,2016,2nd,175,162,1,N,,
1020,239070,2016,2nd,154,141,0,N,151,140
1022,925744,2016,K,169,142,0,Y,,
1014,683408,2016,1st,169,137,1,N,142,148
1028,466914,2016,3rd,147,134,0,Y,150,184
1031,762815,2016,2nd,155,137,0,N,203,155
1029,636256,2016,2nd,172,153,1,N,227,173
1015,927268,2016,K,172,140,1,Y,188,139
1014,825971,2016,3rd,156,147,0,N,136,153
1014,568377,2016,3rd,178,159,0,N,131,168
1012,629534,2016,1st,149,139,0,N,149,176
1014,732725,2016,1st,174,161,0,N,,
1013,242518,2016,1st,150,128,1,N,133,198
1010,926198,2016,K,165,157,1,Y,201,181
1012,925158,2016,K,165,141,0,N,162,127
1019,929541,2016,K,158,156,1,N,143,208
1031,250710,2016,1st,176,152,0,Y,234,145
1044,472030,2016,3rd,169,151,0,N,120,113
1010,165736,2016,2nd,155,151,1,N,181,131
1020,329791,2016,2nd,143,129,1,N,161,146
1014,922911,2016,K,178,159,0,N,131,168
1019,921752,2016,K,174,162,0,N,129,117
1018,350007,2016,3rd,161,134,1,N,218,176
1029,616802,2016,3rd,179,157,0,N,209,131
1030,639784,2016,K,158,133,0,N,168,131
1014,249619,2016,2nd,144,135,1,N,203,163
1030,288397,2016,3rd,146,129,0,Y,176,112
1016,764446,2016,1st,160,136,0,Y,189,168
1017,358753,2016,1st,155,145,0,N,220,166
1021,928885,2016,K,180,146,0,N,144,209
1020,846271,2016,3rd,157,137,0,N,189,183
1013,929750,2016,K,173,156,1,N,200,157
1030,846175,2016,3rd,157,143,1,Y,,
1022,425113,2016,1st,145,133,0,Y,,
1015,194709,2016,1st,167,141,1,N,164,113
1031,291928,2016,3rd,179,131,1,N,161,206
1044,927536,2016,K,133,132,0,N,226,147
1029,924453,2016,K,144,141,1,N,211,129
1010,353004,2016,1st,147,138,1,N,177,219
1025,839825,2016,3rd,181,157,0,N,,
1030,158851,2016,2nd,182,160,0,N,155,155
1038,148437,2016,3rd,152,133,1,N,189,171
1016,786804,2016,2nd,173,173,1,N,192,145
1014,597974,2016,1st,178,138,1,N,162,129
1024,839920,2016,3rd,179,152,0,N,160,130
1028,927231,2016,K,176,153,0,N,,
1018,819964,2016,2nd,180,136,0,N,,
1025,220279,2016,3rd,151,138,0,N,202,134
1012,921062,2016,K,152,133,0,N,152,145
1020,211518,2016,1st,182,159,1,N,170,156
1029,758847,2016,1st,180,137,1,N,168,187
1023,907893,2016,K,139,132,1,Y,123,116
1020,169345,2016,3rd,175,153,0,Y,236,159
1028,920494,2016,K,162,157,0,N,206,210
1029,294669,2016,2nd,176,135,0,N,153,169
1012,125598,2016,2nd,159,146,0,N,133,123
1030,920562,2016,K,157,143,1,Y,,
1030,601400,2016,3rd,150,137,1,Y,232,216
1030,501500,2016,2nd,181,161,0,N,162,128
1031,837660,2016,3rd,178,175,1,N,176,131
1019,422426,2016,1st,164,140,0,Y,,
1025,188704,2016,1st,136,133,0,Y,142,195
1010,429883,2016,1st,169,156,1,N,,
1031,267363,2016,1st,157,151,0,N,120,162
1034,283795,2016,3rd,152,144,0,N,149,184
1031,297741,2016,1st,180,150,0,N,219,166
1029,613726,2016,3rd,181,156,1,N,201,125
1023,833871,2016,2nd,142,138,0,N,233,204
1022,386121,2016,2nd,154,135,1,Y,162,204
1023,694202,2016,1st,175,161,0,Y,136,198
1010,189200,2016,K,181,180,1,Y,128,191
1024,742618,2016,2nd,136,130,0,N,221,187
1013,757839,2016,1st,163,150,1,Y,207,199
1035,804909,2016,3rd,169,150,0,N,189,129
1027,640052,2016,3rd,180,144,1,N,138,154
1014,814899,2016,3rd,156,147,0,N,136,153
1014,449051,2016,2nd,176,131,1,N,196,144
1016,766219,2016,1st,178,128,0,Y,188,136
1021,584009,2016,3rd,164,155,1,N,127,220
1011,926478,2016,K,181,128,1,N,237,171
1012,362406,2016,2nd,138,134,0,N,136,166
1010,299892,2016,2nd,162,144,1,N,218,111
1015,365377,2016,2nd,169,158,0,N,206,194
1021,236232,2016,1st,175,137,0,N,214,151
1026,331652,2016,1st,145,144,0,N,203,113
1022,902248,2016,K,155,132,1,N,124,157
1026,904880,2016,K,175,165,0,N,140,219
1027,842134,2016,2nd,142,134,1,N,136,124
1012,921857,2016,K,153,129,0,N,216,137
1025,597384,2016,3rd,155,139,0,N,125,198
1016,805876,2016,1st,177,162,1,Y,218,191
1029,317272,2016,1st,177,128,0,N,173,152
1015,923896,2016,K,154,153,1,N,136,208
1028,281060,2016,2nd,181,166,0,Y,199,139
1031,929938,2016,K,181,165,0,N,176,174
1016,783472,2016,1st,170,149,1,N,194,124
1014,527112,2016,3rd,164,154,1,Y,212,183
1021,496947,2016,2nd,167,160,0,Y,196,193
1016,921012,2016,K,145,131,0,N,172,124
1025,905135,2016,K,167,142,1,N,124,195
1022,377301,2016,3rd,166,132,1,N,132,113
1025,723218,2016,2nd,156,150,1,N,,
1036,755342,2016,1st,165,153,0,N,155,190
1035,221118,2016,3rd,175,153,0,N,145,110
1024,687715,2016,3rd,161,148,0,N,145,219
1031,605554,2016,1st,175,169,1,N,222,147
1014,206960,2016,3rd,148,141,0,N,225,134
1022,319111,2016,3rd,134,131,1,N,176,148
1026,662946,2016,2nd,173,148,1,Y,145,124
1023,641783,2016,2nd,180,164,1,N,154,193
1030,766320,2016,K,158,138,1,N,219,201
1029,256705,2016,1st,161,160,1,N,237,217
1027,840914,2016,1st,173,151,0,N,218,129
1021,925515,2016,K,142,129,0,N,224,163
1044,928557,2016,K,163,140,1,N,170,171
1013,567321,2016,2nd,180,132,0,N,159,123
1028,570447,2016,1st,172,142,1,N,211,136
1030,718741,2016,2nd,132,132,1,Y,,
1010,830219,2016,1st,164,147,0,Y,,
1016,714893,2016,3rd,147,141,0,Y,163,110
1016,660582,2016,1st,166,154,1,N,144,125
1020,562931,2016,3rd,169,130,1,N,140,213
1030,699216,2016,2nd,170,161,1,Y,140,182
1012,676304,2016,1st,173,129,1,N,139,176
1012,928146,2016,K,175,167,0,Y,210,194
1038,675470,2016,2nd,159,157,0,N,158,148
1010,179716,2016,1st,162,139,1,N,193,137
1020,385894,2016,3rd,157,137,0,N,189,183
1022,923087,2016,K,152,131,0,N,189,182
1023,638636,2016,2nd,172,169,0,N,230,150
1024,926253,2016,K,138,129,0,N,181,155
1058,834433,2016,2nd,159,159,1,Y,,
1022,245235,2016,2nd,180,170,0,N,122,160
1012,597104,2016,1st,171,145,1,N,185,178
1031,928059,2016,K,168,166,0,Y,213,182
1013,925112,2016,K,174,158,0,Y,,
1028,335401,2016,1st,165,138,0,N,228,212
1022,837951,2016,3rd,164,136,0,Y,223,152
1030,470388,2016,2nd,145,139,1,Y,134,131
1010,326800,2016,3rd,179,153,1,Y,154,200
1010,750664,2016,3rd,156,135,0,N,192,122
1023,548298,2016,2nd,176,129,1,N,133,201
1028,134681,2016,1st,170,139,0,N,127,122
1014,281438,2016,1st,162,137,1,Y,183,212
1020,740531,2016,1st,166,139,1,N,165,150
1021,656954,2016,1st,168,143,0,N,142,136
1027,731440,2016,1st,153,142,0,N,,
1018,362760,2016,2nd,158,141,1,N,176,162
1021,903716,2016,K,167,160,0,Y,196,193
1017,907661,2016,K,157,145,1,Y,217,166
1031,415188,2016,3rd,163,163,1,N,,
1010,447986,2016,3rd,136,130,0,N,135,123
1025,435503,2016,1st,177,152,0,Y,131,127
1021,922206,2016,K,162,142,1,Y,121,131
1030,797335,2016,1st,175,141,1,N,215,203
1029,926670,2016,K,162,131,1,N,136,166
1022,577128,2016,2nd,169,131,0,N,233,201
1021,809308,2016,3rd,147,135,0,N,192,168
1016,343234,2016,3rd,158,131,1,N,237,174
1015,807656,2016,2nd,160,151,0,N,128,220
1032,353866,2016,K,159,143,0,N,143,151
1018,610879,2016,1st,149,146,0,N,151,147
1028,920291,2016,K,147,134,0,Y,150,184
1028,929569,2016,K,181,144,1,N,167,205
1021,732650,2016,2nd,173,140,0,N,,
1026,821805,2016,3rd,159,156,0,N,197,197
1023,743050,2016,1st,167,130,1,N,239,153
1031,318954,2016,1st,165,151,1,N,207,165
1025,270391,2016,3rd,161,135,0,N,225,139
1010,549719,2016,3rd,147,140,0,N,184,161
1024,792448,2016,2nd,161,142,0,N,161,194
1022,547170,2016,2nd,151,146,0,N,188,208
1029,156826,2016,1st,174,167,0,N,175,118
1029,733012,2016,3rd,140,135,1,Y,,
1032,574542,2016,1st,169,137,0,N,165,111
1024,818735,2016,2nd,169,167,0,N,130,196
1010,591193,2016,1st,134,132,1,N,204,128
1014,778788,2016,1st,166,139,1,N,186,148
1025,294104,2016,K,161,161,0,N,156,150
1028,433961,2016,2nd,162,157,0,N,206,210
1028,903162,2016,K,147,134,0,Y,150,184
1029,804981,2016,2nd,177,154,0,Y,214,215
1018,499918,2016,2nd,144,137,0,N,126,136
1029,222757,2016,2nd,144,130,0,Y,153,113
1018,241327,2016,1st,182,148,0,Y,203,156
1028,216587,2016,1st,169,147,0,N,217,188
1020,541245,2016,1st,158,142,0,N,185,200
1032,161832,2016,3rd,160,147,0,N,227,175
1027,356046,2016,1st,173,151,0,N,218,129
1031,357768,2016,1st,141,128,1,Y,222,213
1032,653925,2016,1st,176,142,1,N,182,132
1032,929825,2016,K,175,156,0,N,124,152
1010,840114,2016,2nd,154,129,1,N,140,184
1013,663449,2016,3rd,159,146,0,Y,181,193
1023,328307,2016,K,177,130,0,Y,173,187
1028,929201,2016,K,178,167,0,N,230,168
1017,928066,2016,K,157,145,1,Y,217,166
1031,656265,2016,3rd,175,164,1,N,131,112
1015,401995,2016,2nd,142,141,0,N,180,125
1017,378561,2016,3rd,178,159,0,N,211,180
1017,254610,2016,2nd,146,136,1,N,161,133
1040,236695,2016,1st,135,133,0,Y,147,212
1030,216106,2016,2nd,177,129,0,N,166,138
1010,923608,2016,K,149,132,1,N,184,195
1019,736962,2016,3rd,166,165,0,N,,
1024,530028,2016,3rd,148,144,1,N,227,210
1022,507877,2016,2nd,154,128,1,Y,170,147
1028,688706,2016,1st,165,163,0,N,222,130
1028,832571,2016,3rd,146,143,1,N,131,121
1025,929523,2016,K,182,149,1,Y,232,134
1014,735446,2016,3rd,148,133,1,Y,,
1027,418936,2016,2nd,180,142,0,Y,,
1029,125008,2016,2nd,148,135,1,N,154,208
1014,925263,2016,K,168,140,0,Y,236,132
1026,135196,2016,2nd,158,137,0,N,205,133
1032,446510,2016,1st,133,131,0,N,199,202
1019,921870,2016,K,161,145,0,N,227,173
1013,406352,2016,2nd,181,169,1,N,239,168
1012,137364,2016,3rd,164,155,1,N,160,131
1019,447192,2016,3rd,174,173,1,Y,143,128
1038,922436,2016,K,147,130,1,N,234,178
1011,659409,2016,3rd,159,128,1,N,182,207
1022,628045,2016,2nd,172,171,0,N,221,126
1024,180083,2016,1st,157,131,0,N,215,215
1021,706186,2016,3rd,151,133,0,Y,224,145
1020,292725,2016,3rd,173,139,1,N,163,183
1017,300601,2016,3rd,169,167,1,Y,124,135
1022,411972,2016,1st,169,142,0,Y,,
1016,651380,2016,1st,153,134,1,N,120,112
1014,730052,2016,1st,150,132,1,N,,
1017,267396,2016,1st,161,152,1,Y,212,167
1028,920452,2016,K,145,136,1,N,129,214
1018,901214,2016,K,149,128,1,N,133,211
1018,356724,2016,1st,157,140,0,N,221,207
1013,244062,2016,3rd,157,135,0,N,222,188
1018,392394,2016,1st,158,153,1,N,232,187
1045,444453,2016,1st,171,136,0,N,239,178
1023,923989,2016,K,176,129,1,N,133,201
1013,480159,2016,1st,150,138,0,N,168,216
1024,260249,2016,1st,148,132,0,N,128,160
1023,265809,2016,2nd,174,153,0,Y,132,111
1025,732819,2016,3rd,164,164,0,N,,
1021,359863,2016,1st,181,155,1,Y,137,151
1017,921277,2016,K,167,151,1,N,199,205
1013,717229,2016,1st,177,173,1,N,,
1035,831666,2016,3rd,169,150,0,N,189,129
1014,593636,2016,1st,157,148,0,Y,218,172
1015,677750,2016,1st,180,177,0,N,171,155
1020,283687,2016,1st,182,176,0,N,164,130
1032,907410,2016,K,133,131,0,N,199,202
1022,455315,2016,3rd,151,135,0,Y,186,172
1027,323667,2016,1st,163,153,0,N,217,198
1023,384091,2016,2nd,142,138,0,N,233,204
1025,494358,2016,2nd,138,128,1,N,161,200
1029,824838,2016,2nd,177,154,0,Y,214,215
1014,925715,2016,K,159,136,0,N,127,170
1052,486763,2016,3rd,170,137,1,Y,224,196
1014,849280,2016,1st,174,161,0,N,,
1018,388042,2016,1st,157,136,0,N,168,121
1020,722311,2016,3rd,165,159,0,N,,
1032,920426,2016,K,148,129,0,Y,188,177
1023,411851,2016,1st,166,146,1,N,,
1025,743468,2016,1st,169,129,0,N,231,170
1023,726899,2016,3rd,163,156,0,N,,
1035,825345,2016,1st,145,138,0,N,186,186
1011,564107,2016,1st,164,149,1,N,224,193
1021,719982,2016,1st,158,144,1,N,,
1032,737458,2016,2nd,167,151,0,Y,,
1029,746402,2016,3rd,165,153,0,N,209,115
1030,172683,2016,1st,174,172,0,N,170,111
1022,923298,2016,K,162,153,0,N,,
1011,360695,2016,2nd,155,152,1,N,143,115
1017,320712,2016,1st,168,132,1,N,150,171
1026,929302,2016,K,167,134,0,N,221,136
1014,929360,2016,K,153,148,1,N,190,208
1032,929616,2016,K,133,131,0,N,199,202
1012,551003,2016,2nd,150,136,1,Y,222,152
1014,126234,2016,2nd,147,139,0,N,210,220
1029,650753,2016,2nd,152,133,0,Y,225,165
1026,926052,2016,K,157,149,1,N,169,151
1020,169040,2016,3rd,160,141,0,N,125,179
1019,469465,2016,3rd,180,156,0,Y,182,111
1016,844738,2016,2nd,182,147,0,N,133,144
1015,433175,2016,1st,182,164,0,Y,227,155
1027,929163,2016,K,165,159,0,N,137,176
1023,478449,2016,3rd,139,132,1,Y,123,116
1022,340736,2016,1st,134,130,0,N,156,191
1010,908844,2016,K,154,134,0,N,139,123
1030,549165,2016,3rd,160,129,1,N,199,214
1025,841340,2016,2nd,156,150,1,N,,
1027,288905,2016,2nd,175,158,1,Y,184,147
1021,348509,2016,1st,159,144,0,N,193,124
1020,820021,2016,1st,139,133,0,N,221,193
1039,318794,2016,1st,170,137,0,N,238,115
1025,725693,2016,2nd,165,142,0,N,,
1014,628583,2016,3rd,142,128,0,N,200,195
1016,315568,2016,2nd,155,152,1,N,130,201
1023,599480,2016,3rd,149,130,0,N,178,214
1029,927250,2016,K,168,166,0,N,140,170
1017,929723,2016,K,154,142,0,Y,121,114
1017,926125,2016,K,171,158,0,N,193,158
1024,277999,2016,3rd,176,134,0,Y,134,148
1025,833376,2016,3rd,174,169,1,N,223,207
1032,267498,2016,3rd,172,158,0,N,134,174
1025,203214,2016,2nd,164,130,1,N,181,150
1011,142332,2016,2nd,176,164,0,N,193,170
1021,321222,2016,3rd,172,152,0,Y,132,119
1031,709933,2016,1st,181,128,0,N,140,220
1023,920973,2016,K,139,132,1,Y,123,116
1044,842728,2016,1st,150,136,1,N,,
1010,909950,2016,K,136,130,0,N,135,123
1034,607177,2016,1st,158,143,1,Y,146,162
1019,928827,2016,K,136,128,0,N,194,192
1027,250830,2016,1st,155,133,0,N,152,150
1025,136738,2016,2nd,139,131,1,N,140,170
1030,554586,2016,1st,139,130,1,N,220,145
1011,758311,2016,2nd,159,144,0,N,182,117
1010,237602,2016,1st,180,155,0,Y,198,130
1022,901701,2016,K,178,158,1,Y,128,179
1019,843406,2016,3rd,172,171,0,Y,240,111
1017,320036,2016,3rd,174,167,0,N,173,186
1025,929875,2016,K,169,163,1,Y,191,194
1014,172636,2016,1st,180,153,1,N,167,193
1029,156063,2016,3rd,179,177,0,N,124,132
1021,928844,2016,K,164,155,1,N,127,220
1026,734335,2016,1st,147,129,0,Y,,
1014,906782,2016,K,159,136,0,N,127,170
1036,682114,2016,1st,156,138,0,N,165,129
1021,920752,2016,K,163,134,0,N,,
1014,783527,2016,K,170,141,1,N,164,162
1024,593845,2016,1st,176,146,0,Y,145,195
1013,389601,2016,3rd,159,135,0,N,182,126
1014,823333,2016,1st,150,132,1,N,,
1032,921475,2016,K,173,153,0,N,,
1017,739821,2016,1st,176,167,0,Y,,
