zip,city,state,latitude,longitude
23276,Richmond,VA,37.524246,-77.493157
23278,Richmond,VA,37.524246,-77.493157
23279,Richmond,VA,37.524246,-77.493157
23280,Richmond,VA,37.637622,-77.46836
23282,Richmond,VA,37.524246,-77.493157
23284,Richmond,VA,37.549446,-77.451155
23285,Richmond,VA,37.524246,-77.493157
23286,Richmond,VA,37.524246,-77.493157
23288,Richmond,VA,37.531296,-77.416103
23289,Richmond,VA,37.531296,-77.416103
23290,Richmond,VA,37.524246,-77.493157
23291,Richmond,VA,37.524246,-77.493157
23292,Richmond,VA,37.524246,-77.493157
23293,Richmond,VA,37.524246,-77.493157
23294,Richmond,VA,37.633316,-77.54775
23295,Richmond,VA,37.55,-77.45
23297,Richmond,VA,37.389721,-77.561266
23298,Richmond,VA,37.539694,-77.42815
23301,Accomac,VA,37.713561,-75.67108
23302,Assawoman,VA,37.870022,-75.53554
23303,Atlantic,VA,37.892445,-75.51107
23304,Battery Park,VA,36.99497,-76.56901
23306,Belle Haven,VA,37.560093,-75.86182
23307,Birdsnest,VA,37.434719,-75.87767
23308,Bloxom,VA,37.828492,-75.61896
23310,Cape Charles,VA,37.26252,-75.97104
23313,Capeville,VA,37.201937,-75.952409
23314,Carrollton,VA,36.940626,-76.5378
23315,Carrsville,VA,36.740632,-76.84517
23316,Cheriton,VA,37.284061,-75.96909
23320,Chesapeake,VA,36.761698,-76.24511
23321,Chesapeake,VA,36.826239,-76.41524
23322,Chesapeake,VA,36.687543,-76.22905
23323,Chesapeake,VA,36.757815,-76.3358
23324,Chesapeake,VA,36.805717,-76.27126
23325,Chesapeake,VA,36.814897,-76.23848
23326,Chesapeake,VA,36.777015,-76.239417
23327,Chesapeake,VA,36.7085,-76.278531
23328,Chesapeake,VA,36.7085,-76.278531
23336,Chincoteague Island,VA,37.934673,-75.3678
23337,Wallops Island,VA,37.931216,-75.47192
23341,Craddockville,VA,37.577292,-75.864607
23345,Davis Wharf,VA,37.738248,-75.701449
23347,Eastville,VA,37.353286,-75.94203
23350,Exmore,VA,37.522269,-75.86132
23351,Exmore,VA,37.528076,-75.822769
23354,Franktown,VA,37.479588,-75.90262
23356,Greenbackville,VA,37.999025,-75.41634
23357,Greenbush,VA,37.754497,-75.67974
23358,Hacksneck,VA,37.635833,-75.86849
23359,Hallwood,VA,37.876357,-75.59686
23380,Exmore,VA,37.529341,-75.816851
23389,Harborton,VA,37.661513,-75.8315
23395,Horntown,VA,37.95715,-75.45296
23396,Oak Hall,VA,37.923682,-75.555142
23397,Isle Of Wight,VA,36.898915,-76.687745
23398,Jamesville,VA,37.534336,-75.877052
23399,Jenkins Bridge,VA,37.916218,-75.616754
23401,Keller,VA,37.61686,-75.76512
23404,Locustville,VA,37.635838,-75.66642
23405,Machipongo,VA,37.425567,-75.93117
23407,Mappsville,VA,37.848467,-75.55559
23408,Marionville,VA,37.424497,-75.877143
23409,Mears,VA,37.859953,-75.62995
23410,Melfa,VA,37.64682,-75.73996
23412,Modest Town,VA,37.790415,-75.60347
23413,Nassawadox,VA,37.452186,-75.84523
23414,Nelsonia,VA,37.816896,-75.583227
23415,New Church,VA,37.973042,-75.53045
23416,Oak Hall,VA,37.9268,-75.55339
23417,Onancock,VA,37.70973,-75.76272
23418,Onley,VA,37.685447,-75.71051
23419,Oyster,VA,37.307411,-75.926877
23420,Painter,VA,37.589068,-75.79947
23421,Parksley,VA,37.780966,-75.64895
23422,Pungoteague,VA,37.616183,-75.791519
23423,Quinby,VA,37.549044,-75.73237
23424,Rescue,VA,36.996881,-76.564516
23426,Sanford,VA,37.93359,-75.67692
23427,Saxis,VA,37.92358,-75.72178
23429,Seaview,VA,37.271104,-75.953608
23430,Smithfield,VA,36.978861,-76.63973
23431,Smithfield,VA,36.898915,-76.687745
23432,Suffolk,VA,36.871628,-76.56063
23433,Suffolk,VA,36.906805,-76.49899
23434,Suffolk,VA,36.735893,-76.59656
23435,Suffolk,VA,36.84882,-76.46521
23436,Suffolk,VA,36.894736,-76.51281
23437,Suffolk,VA,36.642645,-76.82272
23438,Suffolk,VA,36.578692,-76.70129
23439,Suffolk,VA,36.746101,-76.665251
23440,Tangier,VA,37.847652,-75.99404
23441,Tasley,VA,37.711442,-75.70044
23442,Temperanceville,VA,37.887538,-75.53645
23443,Townsend,VA,37.188217,-75.969003
23450,Virginia Beach,VA,36.844004,-76.12036
23451,Virginia Beach,VA,36.864788,-76.00098
23452,Virginia Beach,VA,36.839209,-76.09333
23453,Virginia Beach,VA,36.786753,-76.082079
23454,Virginia Beach,VA,36.838398,-76.02862
23455,Virginia Beach,VA,36.889797,-76.1426
23456,Virginia Beach,VA,36.762459,-76.06139
23457,Virginia Beach,VA,36.600219,-76.03592
23458,Virginia Beach,VA,36.847388,-76.15581
23459,Virginia Beach,VA,36.926647,-76.02058
23460,Virginia Beach,VA,36.837598,-76.026053
23461,Virginia Beach,VA,36.795328,-75.97768
23462,Virginia Beach,VA,36.839648,-76.15177
23463,Virginia Beach,VA,36.795669,-76.012628
23464,Virginia Beach,VA,36.799284,-76.17767
23465,Virginia Beach,VA,36.851243,-76.169215
23466,Virginia Beach,VA,36.795669,-76.012628
23467,Virginia Beach,VA,36.795669,-76.012628
23468,Virginia Beach,VA,36.843948,-76.142407
23471,Virginia Beach,VA,36.795669,-76.012628
23472,Gloucester Point,VA,37.294975,-76.527425
23479,Virginia Beach,VA,36.795669,-76.012628
23480,Wachapreague,VA,37.605335,-75.69088
23482,Wardtown,VA,37.273986,-75.86913
23483,Wattsville,VA,37.943726,-75.502306
23486,Willis Wharf,VA,37.518917,-75.810482
23487,Windsor,VA,36.828408,-76.73506
23488,Withams,VA,37.952168,-75.59681
23501,Norfolk,VA,36.895911,-76.208521
23502,Norfolk,VA,36.855247,-76.21233
23503,Norfolk,VA,36.942947,-76.2547
23504,Norfolk,VA,36.859362,-76.27028
23505,Norfolk,VA,36.913147,-76.28444
23506,Norfolk,VA,36.931166,-76.23972
23507,Norfolk,VA,36.864047,-76.29947
23508,Norfolk,VA,36.886447,-76.30065
23509,Norfolk,VA,36.880297,-76.2596
23510,Norfolk,VA,36.852547,-76.29028
23511,Norfolk,VA,36.935579,-76.303417
23512,Norfolk,VA,36.931166,-76.23972
23513,Norfolk,VA,36.888147,-76.23909
23514,Norfolk,VA,36.931166,-76.23972
23515,Norfolk,VA,36.931166,-76.23972
23517,Norfolk,VA,36.870197,-76.29271
23518,Norfolk,VA,36.916497,-76.21796
23519,Norfolk,VA,36.931166,-76.23972
23520,Norfolk,VA,36.931166,-76.23972
23521,Norfolk,VA,36.916397,-76.1527
23523,Norfolk,VA,36.830936,-76.27354
23529,Norfolk,VA,36.931166,-76.23972
23530,Norfolk,VA,36.931166,-76.23972
23541,Norfolk,VA,36.931166,-76.23972
23551,Norfolk,VA,36.931166,-76.23972
23601,Newport News,VA,37.053346,-76.45948
23602,Newport News,VA,37.115698,-76.5183
23603,Newport News,VA,37.193712,-76.57178
23604,Fort Eustis,VA,37.144943,-76.58677
23605,Newport News,VA,37.019453,-76.43651
23606,Newport News,VA,37.078196,-76.49446
23607,Newport News,VA,36.987151,-76.4195
23608,Newport News,VA,37.151315,-76.54812
23609,Newport News,VA,37.195924,-76.524805
23612,Newport News,VA,37.195924,-76.524805
23620,Franklin,VA,36.694658,-76.965091
23628,Newport News,VA,37.195924,-76.524805
23630,Hampton,VA,37.072658,-76.38992
23631,Hampton,VA,37.072658,-76.38992
23642,Virginia Beach,VA,36.843073,-76.154882
23651,Fort Monroe,VA,37.002997,-76.32039
23653,Hampton,VA,37.072658,-76.38992
23661,Hampton,VA,37.005814,-76.38316
23662,Poquoson,VA,37.131237,-76.38089
23663,Hampton,VA,37.031474,-76.31637
23664,Hampton,VA,37.056778,-76.29373
23665,Hampton,VA,37.098317,-76.4196
23666,Hampton,VA,37.050946,-76.40711
23667,Hampton,VA,37.019346,-76.331815
23668,Hampton,VA,37.020596,-76.337715
23669,Hampton,VA,37.037946,-76.34415
23670,Hampton,VA,37.072658,-76.38992
23681,Hampton,VA,37.072658,-76.38992
23690,Yorktown,VA,37.227904,-76.51278
23691,Yorktown,VA,37.257932,-76.56076
23692,Yorktown,VA,37.178417,-76.46751
23693,Yorktown,VA,37.112915,-76.43591
23694,Lackey,VA,37.223152,-76.55901
23696,Seaford,VA,37.191262,-76.42135
23701,Portsmouth,VA,36.810448,-76.36811
23702,Portsmouth,VA,36.803981,-76.32386
23703,Portsmouth,VA,36.867248,-76.382320000000007
23704,Portsmouth,VA,36.830748,-76.31369
23705,Portsmouth,VA,36.868553,-76.355165
23707,Portsmouth,VA,36.835215,-76.3457
23708,Portsmouth,VA,36.846562,-76.30803
23709,Portsmouth,VA,36.868553,-76.355165
23801,Fort Lee,VA,37.241173,-77.34845
23803,Petersburg,VA,37.21695,-77.43063
23804,Petersburg,VA,37.204765,-77.392784
23805,Petersburg,VA,37.174217,-77.39008
23806,Petersburg,VA,37.204765,-77.392784
23810,Cape Charles,VA,37.268263,-76.007162
23814,Gloucester Point,VA,37.285231,-76.531577
23821,Alberta,VA,36.87229,-77.91125
23822,Ammon,VA,37.072361,-77.647495
23824,Blackstone,VA,37.070975,-77.98876
23825,Blackstone,VA,37.08,-77.99
23827,Boykins,VA,36.602472,-77.20851
23828,Branchville,VA,36.582188,-77.27759
23829,Capron,VA,36.724498,-77.21893
23830,Carson,VA,37.01775,-77.39475
23831,Chester,VA,37.350999,-77.43959
23832,Chesterfield,VA,37.405699,-77.5838
23833,Church Road,VA,37.197024,-77.66932
23834,Colonial Heights,VA,37.265403,-77.40438
23836,Chester,VA,37.343005,-77.34604
23837,Courtland,VA,36.740306,-77.07132
23838,Chesterfield,VA,37.328232,-77.61364
23839,Dendron,VA,37.079298,-76.92155
23840,Dewitt,VA,37.066833,-77.6675
23841,Dinwiddie,VA,37.055849,-77.56349
23842,Disputanta,VA,37.126708,-77.23281
23843,Dolphin,VA,36.848712,-77.80682
23844,Drewryville,VA,36.688788,-77.31072
23845,Ebony,VA,36.554164,-78.01408
23846,Elberon,VA,37.064244,-76.82637
23847,Emporia,VA,36.68627,-77.56121
23850,Ford,VA,37.169066,-77.74358
23851,Franklin,VA,36.668255,-76.93945
23856,Freeman,VA,36.776189,-77.71289
23857,Gasburg,VA,36.576549,-77.88467
23860,Hopewell,VA,37.287869,-77.29359
23866,Ivor,VA,36.907991,-76.89025
23867,Jarratt,VA,36.811276,-77.47496
23868,Lawrenceville,VA,36.722176,-77.81269
23870,Jarratt,VA,36.721471,-77.531996
23872,McKenney,VA,36.993498,-77.74687
23873,Meredithville,VA,36.80878,-77.954397
23874,Newsoms,VA,36.610636,-77.10269
23875,Prince George,VA,37.235949,-77.30259
23876,Rawlings,VA,36.951449,-77.82402
23878,Sedley,VA,36.822024,-77.02404
23879,Skippers,VA,36.584448,-77.58854
23881,Spring Grove,VA,37.181764,-77.0026
23882,Stony Creek,VA,36.928972,-77.41971
23883,Surry,VA,37.14051,-76.74342
23884,Sussex,VA,36.945667,-77.253913
23885,Sutherland,VA,37.191579,-77.56682
23887,Valentines,VA,36.563755,-77.82652
23888,Wakefield,VA,36.963354,-76.98127
23889,Warfield,VA,36.912369,-77.75239
23890,Waverly,VA,37.005989,-77.09819
23891,Waverly,VA,36.909845,-77.286287
23893,White Plains,VA,36.628802,-77.92817
23894,Wilsons,VA,37.127935,-77.83918
23897,Yale,VA,36.828831,-77.28288
23898,Zuni,VA,36.836423,-76.83731
23899,Claremont,VA,37.227291,-76.96545
23901,Farmville,VA,37.307946,-78.40144
23909,Farmville,VA,37.301574,-78.394944
23915,Baskerville,VA,36.694531,-78.28794
23917,Boydton,VA,36.615944,-78.3102
23919,Bracey,VA,36.567521,-78.12176
23920,Brodnax,VA,36.732859,-77.99591
23921,Buckingham,VA,37.581656,-78.62058
23922,Burkeville,VA,37.191053,-78.2117
23923,Charlotte Court House,VA,37.074876,-78.63263
23924,Chase City,VA,36.806422,-78.46048
23927,Clarksville,VA,36.61665,-78.54018
23930,Crewe,VA,37.173493,-78.11236
23934,Cullen,VA,37.164981,-78.62592
23936,Dillwyn,VA,37.529284,-78.49082
23937,Drakes Branch,VA,36.958048,-78.53403
23938,Dundas,VA,36.909504,-78.00646
23939,Evergreen,VA,37.312972,-78.77203
23941,Fort Mitchell,VA,36.948129,-78.248333
23942,Green Bay,VA,37.129269,-78.30107
23943,Hampden Sydney,VA,37.241732,-78.4632
23944,Kenbridge,VA,36.925375,-78.11767
23947,Keysville,VA,37.029877,-78.4643
23950,La Crosse,VA,36.678507,-78.08098
23952,Lunenburg,VA,36.930088,-78.29215
23954,Meherrin,VA,37.097705,-78.37823
23955,Nottoway,VA,37.116094,-78.057832
23958,Pamplin,VA,37.264896,-78.66558
23959,Phenix,VA,37.094313,-78.77182
23960,Prospect,VA,37.310203,-78.55359
23962,Randolph,VA,37.017706,-78.73668
23963,Red House,VA,37.197072,-78.81694
23964,Red Oak,VA,36.780021,-78.62102
23966,Rice,VA,37.284087,-78.27559
23967,Saxe,VA,36.913228,-78.63611
23968,Skipwith,VA,36.702863,-78.51218
23970,South Hill,VA,36.733874,-78.17287
23974,Victoria,VA,36.987595,-78.23285
23976,Wylliesburg,VA,36.848612,-78.59064
23999,Richmond,VA,37.561962,-77.425452
24001,Roanoke,VA,37.274175,-79.95786
24002,Roanoke,VA,37.274175,-79.95786
24003,Roanoke,VA,37.274175,-79.95786
24004,Roanoke,VA,37.274175,-79.95786
24005,Roanoke,VA,37.274175,-79.95786
24006,Roanoke,VA,37.274175,-79.95786
24007,Roanoke,VA,37.274175,-79.95786
24008,Roanoke,VA,37.274175,-79.95786
24009,Roanoke,VA,37.274175,-79.95786
24010,Roanoke,VA,37.274175,-79.95786
24011,Roanoke,VA,37.270637,-79.94155
24012,Roanoke,VA,37.305769,-79.92767
24013,Roanoke,VA,37.267137,-79.92645
24014,Roanoke,VA,37.236753,-79.93549
24015,Roanoke,VA,37.258787,-79.97816
24016,Roanoke,VA,37.272186,-79.95321
24017,Roanoke,VA,37.290886,-79.98256
24018,Roanoke,VA,37.229786,-80.02477
24019,Roanoke,VA,37.341428,-79.95049
24020,Roanoke,VA,37.357149,-79.94541
24022,Roanoke,VA,37.278439,-79.933206
24023,Roanoke,VA,37.210663,-80.406172
24024,Roanoke,VA,37.274175,-79.95786
24025,Roanoke,VA,37.274175,-79.95786
24026,Roanoke,VA,37.274175,-79.95786
24027,Roanoke,VA,37.274175,-79.95786
24028,Roanoke,VA,37.274175,-79.95786
24029,Roanoke,VA,37.274175,-79.95786
24030,Roanoke,VA,37.274175,-79.95786
24031,Roanoke,VA,37.274175,-79.95786
24032,Roanoke,VA,37.274175,-79.95786
24033,Roanoke,VA,37.274175,-79.95786
24034,Roanoke,VA,37.274175,-79.95786
24035,Roanoke,VA,37.274175,-79.95786
24036,Roanoke,VA,37.274175,-79.95786
24037,Roanoke,VA,37.274175,-79.95786
24038,Roanoke,VA,37.274175,-79.95786
24040,Roanoke,VA,37.274175,-79.95786
24042,Roanoke,VA,37.271687,-79.939228
24043,Roanoke,VA,37.269168,-79.939905
24044,Roanoke,VA,37.274175,-79.95786
24045,Roanoke,VA,37.268618,-79.940655
24048,Roanoke,VA,37.274175,-79.95786
24050,Roanoke,VA,37.555083,-79.786151
24053,Ararat,VA,36.618824,-80.53102
24054,Axton,VA,36.677075,-79.70604
24055,Bassett,VA,36.757893,-80.00161
24058,Belspring,VA,37.189876,-80.59761
24059,Bent Mountain,VA,37.146244,-80.12562
24060,Blacksburg,VA,37.232027,-80.42127
24061,Blacksburg,VA,37.179115,-80.351482
24062,Blacksburg,VA,37.174227,-80.395698
24063,Blacksburg,VA,37.174227,-80.395698
24064,Blue Ridge,VA,37.373117,-79.79043
24065,Boones Mill,VA,37.116716,-79.95528
24066,Buchanan,VA,37.532991,-79.68004
24067,Callaway,VA,37.010772,-80.08111
24068,Christiansburg,VA,37.154804,-80.418396
24069,Cascade,VA,36.586545,-79.64194
24070,Catawba,VA,37.361962,-80.19485
24072,Check,VA,37.040036,-80.2167
24073,Christiansburg,VA,37.136013,-80.41222
24076,Claudville,VA,36.580514,-80.4332
24077,Cloverdale,VA,37.369313,-79.90303
24078,Collinsville,VA,36.720217,-79.91425
24079,Copper Hill,VA,37.043459,-80.14868
24082,Critz,VA,36.625817,-80.13542
24083,Daleville,VA,37.407301,-79.91761
24084,Dublin,VA,37.107273,-80.67384
24085,Eagle Rock,VA,37.671394,-79.81681
24086,Eggleston,VA,37.287326,-80.62194
24087,Elliston,VA,37.218668,-80.2335
24088,Ferrum,VA,36.901203,-80.0715
24089,Fieldale,VA,36.70487,-79.95681
24090,Fincastle,VA,37.512912,-79.87046
24091,Floyd,VA,36.910051,-80.30871
24092,Glade Hill,VA,37.014685,-79.75335
24093,Glen Lyn,VA,37.377877,-80.85658
24094,Goldbond,VA,37.427111,-80.55227
24095,Goodview,VA,37.21556,-79.73922
24101,Hardy,VA,37.180713,-79.76536
24102,Henry,VA,36.838473,-79.99093
24104,Huddleston,VA,37.107479,-79.53046
24105,Indian Valley,VA,36.901524,-80.5936
24111,McCoy,VA,37.174227,-80.395698
24112,Martinsville,VA,36.696264,-79.86879
24113,Martinsville,VA,36.679571,-79.865168
24114,Martinsville,VA,36.679571,-79.865168
24115,Martinsville,VA,36.679571,-79.865168
24120,Meadows Of Dan,VA,36.720001,-80.41975
24121,Moneta,VA,37.145705,-79.64786
24122,Montvale,VA,37.413397,-79.70789
24124,Narrows,VA,37.331818,-80.80847
24126,Newbern,VA,37.069206,-80.689067
24127,New Castle,VA,37.505033,-80.17302
24128,Newport,VA,37.325758,-80.47021
24129,New River,VA,37.096403,-80.608056
24130,Oriskany,VA,37.555083,-79.786151
24131,Paint Bank,VA,37.562902,-80.2538
24132,Parrott,VA,37.210996,-80.62751
24133,Patrick Springs,VA,36.677978,-80.13511
24134,Pearisburg,VA,37.291252,-80.73601
24136,Pembroke,VA,37.31803,-80.62267
24137,Penhook,VA,36.947422,-79.63536
24138,Pilot,VA,37.048647,-80.32048
24139,Pittsville,VA,37.010279,-79.47217
24141,Radford,VA,37.11979,-80.57325
24142,Radford,VA,37.138427,-80.55031
24143,Radford,VA,37.122583,-80.562913
24146,Redwood,VA,37.006912,-79.913875
24147,Rich Creek,VA,37.38389,-80.81734
24148,Ridgeway,VA,36.595224,-79.87353
24149,Riner,VA,37.011934,-80.41897
24150,Ripplemead,VA,37.351691,-80.67726
24151,Rocky Mount,VA,36.980013,-79.88027
24153,Salem,VA,37.288807,-80.07821
24155,Salem,VA,37.288384,-80.067062
24156,Salem,VA,37.288384,-80.067062
24157,Salem,VA,37.288384,-80.067062
24161,Sandy Level,VA,36.985629,-79.53939
24162,Shawsville,VA,37.14374,-80.26233
24165,Spencer,VA,36.590431,-80.03589
24167,Staffordsville,VA,37.240021,-80.73083
24168,Stanleytown,VA,36.734651,-79.94572
24171,Stuart,VA,36.655575,-80.23909
24174,Thaxton,VA,37.357587,-79.66552
24175,Troutville,VA,37.427597,-79.90595
24176,Union Hall,VA,37.024494,-79.69241
24177,Vesta,VA,36.724064,-80.35806
24178,Villamont,VA,37.310494,-79.789799
24179,Vinton,VA,37.276218,-79.8524
24184,Wirtz,VA,37.068743,-79.74911
24185,Woolwine,VA,36.806528,-80.26895
24201,Bristol,VA,36.606582,-82.18087
24202,Bristol,VA,36.645419,-82.18137
24203,Bristol,VA,36.761613,-81.968712
24205,Bristol,VA,36.59,-82.18
24209,Bristol,VA,36.761613,-81.968712
24210,Abingdon,VA,36.728639,-82.00845
24211,Abingdon,VA,36.657812,-81.96207
24212,Abingdon,VA,36.690942,-81.970764
24215,Andover,VA,36.921924,-82.79644
24216,Appalachia,VA,36.919476,-82.78974
24217,Bee,VA,37.082275,-82.18978
24218,Ben Hur,VA,36.733931,-83.0635
24219,Big Stone Gap,VA,36.851953,-82.77056
24220,Birchleaf,VA,37.138489,-82.25643
24221,Blackwater,VA,36.627827,-82.96464
24224,Castlewood,VA,36.870051,-82.27792
24225,Cleveland,VA,36.968491,-82.1623
24226,Clinchco,VA,37.147222,-82.34369
24228,Clintwood,VA,37.153509,-82.44936
24230,Coeburn,VA,36.952634,-82.46657
24236,Damascus,VA,36.624632,-81.76732
24237,Dante,VA,37.001752,-82.28089
24239,Davenport,VA,37.107474,-82.12413
24243,Dryden,VA,36.780481,-82.94428
24244,Duffield,VA,36.70122,-82.79538
24245,Dungannon,VA,36.844539,-82.49147
24246,East Stone Gap,VA,36.864429,-82.737469
24248,Ewing,VA,36.62928,-83.48322
24250,Fort Blackmore,VA,36.759614,-82.59473
24251,Gate City,VA,36.642027,-82.58685
24256,Haysi,VA,37.213189,-82.29759
24258,Hiltons,VA,36.658518,-82.42645
24260,Honaker,VA,37.02264,-81.99859
24263,Jonesville,VA,36.687716,-83.15587
24265,Keokee,VA,36.851769,-82.93593
24266,Lebanon,VA,36.876177,-82.110830000000007
24269,McClure,VA,37.103304,-82.37613
24270,Mendota,VA,36.720381,-82.26093
24271,Nickelsville,VA,36.741128,-82.41823
24272,Nora,VA,37.008665,-82.35244
24273,Norton,VA,36.942047,-82.63138
24274,Pound,VA,37.126639,-82.59599
24277,Pennington Gap,VA,36.756705,-83.04178
24279,Pound,VA,37.10297,-82.59626
24280,Rosedale,VA,36.954936,-81.94252
24281,Rose Hill,VA,36.65364,-83.34736
24282,Saint Charles,VA,36.805965,-83.05467
24283,Saint Paul,VA,36.943316,-82.33154
24285,Stonega,VA,36.953228,-82.79025
24289,Trammel,VA,37.130943,-82.344881
24290,Weber City,VA,36.617348,-82.5666
24292,Whitetop,VA,36.59565,-81.59154
24293,Wise,VA,36.979817,-82.56963
24301,Pulaski,VA,37.053297,-80.7728
24311,Atkins,VA,36.870607,-81.40497
24312,Austinville,VA,36.837699,-80.85731
24313,Barren Springs,VA,36.909335,-80.80411
24314,Bastian,VA,37.183901,-81.17641
24315,Bland,VA,37.107412,-81.0571
24316,Broadford,VA,36.937195,-81.67617
24317,Cana,VA,36.609475,-80.67102
24318,Ceres,VA,36.982193,-81.38945
24319,Chilhowie,VA,36.776534,-81.65827
24322,Cripple Creek,VA,36.820139,-81.11128
24323,Crockett,VA,36.88091,-81.1992
24324,Draper,VA,36.973028,-80.79309
24325,Dugspur,VA,36.801489,-80.60492
24326,Elk Creek,VA,36.729236,-81.2001
24327,Emory,VA,36.773659,-81.82771
24328,Fancy Gap,VA,36.659171,-80.70387
24330,Fries,VA,36.721913,-81.00535
24333,Galax,VA,36.649548,-80.92683
24338,Fries,VA,36.718307,-80.978273
24340,Glade Spring,VA,36.772376,-81.7742
24343,Hillsville,VA,36.750353,-80.68706
24347,Hiwassee,VA,36.958829,-80.65995
24348,Independence,VA,36.626454,-81.16554
24350,Ivanhoe,VA,36.809933,-80.99526
24351,Lambsburg,VA,36.580074,-80.76311
24352,Laurel Fork,VA,36.708515,-80.52791
24354,Marion,VA,36.828526,-81.53045
24360,Max Meadows,VA,36.933981,-80.92897
24361,Meadowview,VA,36.763059,-81.84774
24363,Mouth Of Wilson,VA,36.597486,-81.37604
24366,Rocky Gap,VA,37.261609,-81.10659
24368,Rural Retreat,VA,36.889364,-81.28162
24370,Saltville,VA,36.893445,-81.74825
24373,Seven Mile Ford,VA,36.826371,-81.549231
24374,Speedwell,VA,36.813383,-81.19791
24375,Sugar Grove,VA,36.790265,-81.37541
24377,Tannersville,VA,37.000956,-81.54797
24378,Trout Dale,VA,36.684567,-81.43411
24379,Volney,VA,36.682782,-81.257795
24380,Willis,VA,36.853525,-80.52024
24381,Woodlawn,VA,36.714663,-80.82602
24382,Wytheville,VA,36.947446,-81.09439
24401,Staunton,VA,38.146216,-79.07625
24402,Staunton,VA,38.159275,-79.062858
24407,Staunton,VA,38.179715,-79.141332
24411,Augusta Springs,VA,38.091705,-79.322363
24412,Bacova,VA,38.054111,-79.84575
24413,Blue Grass,VA,38.521373,-79.58361
24415,Brownsburg,VA,37.929347,-79.31644
24416,Buena Vista,VA,37.74078,-79.35038
24421,Churchville,VA,38.252683,-79.17339
24422,Clifton Forge,VA,37.821088,-79.79619
24426,Covington,VA,37.772399,-80.02705
24430,Craigsville,VA,38.085244,-79.36209
24431,Crimora,VA,38.167914,-78.84222
24432,Deerfield,VA,38.178513,-79.42701
24433,Doe Hill,VA,38.443961,-79.44072
24435,Fairfield,VA,37.871126,-79.29041
24437,Fort Defiance,VA,38.212067,-78.94563
24438,Glen Wilton,VA,37.555083,-79.786151
24439,Goshen,VA,37.997778,-79.48004
24440,Greenville,VA,37.996542,-79.15354
24441,Grottoes,VA,38.255747,-78.8242
24442,Head Waters,VA,38.345202,-79.38497
24444,Iron Gate,VA,37.799435,-79.790895
24445,Hot Springs,VA,37.970734,-79.89283
24448,Iron Gate,VA,37.797214,-79.79002
24450,Lexington,VA,37.794344,-79.47658
24457,Low Moor,VA,37.802424,-79.86351
24458,McDowell,VA,38.322663,-79.54418
24459,Middlebrook,VA,38.042173,-79.28175
24460,Millboro,VA,38.015153,-79.65065
24463,Mint Spring,VA,38.064112,-79.10979
24464,Montebello,VA,37.897702,-79.08939
24465,Monterey,VA,38.374628,-79.63611
24467,Mount Sidney,VA,38.258308,-78.95941
24468,Mustoe,VA,38.385967,-79.559157
24469,New Hope,VA,38.179715,-79.141332
24471,Port Republic,VA,38.310311,-78.80409
24472,Raphine,VA,37.936577,-79.22828
24473,Rockbridge Baths,VA,37.912977,-79.39906
24474,Selma,VA,37.805268,-79.84752
24475,Spottswood,VA,37.9651,-79.2357
24476,Steeles Tavern,VA,38.179715,-79.141332
24477,Stuarts Draft,VA,38.01473,-79.02733
24479,Swoope,VA,38.151767,-79.21998
24482,Verona,VA,38.19958,-78.99553
24483,Vesuvius,VA,37.819652,-79.21508
24484,Warm Springs,VA,38.103122,-79.81478
24485,West Augusta,VA,38.270442,-79.33402
24486,Weyers Cave,VA,38.290722,-78.92423
24487,Williamsville,VA,38.197757,-79.57766
24501,Lynchburg,VA,37.390209,-79.16132
24502,Lynchburg,VA,37.362109,-79.21525
24503,Lynchburg,VA,37.440641,-79.20923
24504,Lynchburg,VA,37.400275,-79.12597
24505,Lynchburg,VA,37.400944,-79.178506
24506,Lynchburg,VA,37.381692,-79.161046
24512,Lynchburg,VA,37.242503,-79.109789
24513,Lynchburg,VA,37.245798,-79.133546
24514,Lynchburg,VA,37.400944,-79.178506
24515,Lynchburg,VA,37.400944,-79.178506
24517,Altavista,VA,37.127543,-79.27409
24520,Alton,VA,36.561396,-79.05268
24521,Amherst,VA,37.616606,-79.08763
24522,Appomattox,VA,37.374688,-78.80585
24523,Bedford,VA,37.339184,-79.52839
24526,Big Island,VA,37.528701,-79.39812
24527,Blairs,VA,36.725028,-79.35877
24528,Brookneal,VA,37.079385,-78.90765
24529,Buffalo Junction,VA,36.631531,-78.63806
24530,Callands,VA,36.807043,-79.61864
24531,Chatham,VA,36.836822,-79.45193
24533,Clifford,VA,37.582488,-78.93618
24534,Clover,VA,36.864697,-78.76019
24535,Cluster Springs,VA,36.611317,-78.945519
24536,Coleman Falls,VA,37.486603,-79.30501
24538,Concord,VA,37.343394,-78.96433
24539,Crystal Hill,VA,36.861612,-78.91187
24540,Danville,VA,36.622638,-79.39998
24541,Danville,VA,36.581085,-79.45027
24542,Danville,VA,36.579313,-79.398748
24543,Danville,VA,36.592679,-79.410983
24544,Danville,VA,36.592679,-79.410983
24549,Dry Fork,VA,36.710985,-79.48517
24550,Evington,VA,37.237928,-79.28268
24551,Forest,VA,37.366744,-79.29977
24553,Gladstone,VA,37.541726,-78.80777
24554,Gladys,VA,37.142894,-79.05412
24555,Glasgow,VA,37.641788,-79.45652
24556,Goode,VA,37.361512,-79.3981
24557,Gretna,VA,36.971021,-79.31787
